Signature_genes	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSG00000115963.9	0.03684847	1.40661306	0.01484915	0.01963697	0.27938911	0.24050436	0.52602811	0.10575588
ENSG00000137936.12	0.005543683	1.046478838	0.019634458	0.064454783	0.019166502	0.000100025	0.515857945	0.457701393
ENSG00000068383.14	0.40677514	0.16325829	0.28200928	0.39018055	0.08525616	0.0572032	0.51235486	1.18742703
ENSG00000169116.7	0.635206072	0	0.327150262	0.009725023	0.020069613	0.0002914	0.508621527	1.037096224
ENSG00000170425.3	0.02259874	0	0	0	0.02854751	0.05352144	0.50853379	0
ENSG00000166750.5	0.06699797	0	0.56701343	1.49391803	0.24367137	0.35923697	0.50526554	0.16284086
ENSG00000123989.9	0.106158922	0.23140947	0.000742799	0.019094314	0.743920475	0.039195132	0.498947551	0.514756566
ENSG00000129009.8	0.067936302	0.835818272	0.215939059	0.026554019	2.111136903	0.009914791	0.496574471	0.144557869
ENSG00000187193.8	1.04516308	0.88918948	0.03027781	0.06233087	1.52381646	1.2226135	0.49526212	0.71876949
ENSG00000149591.12	0.067261234	0.264630009	0.015141867	0.035488535	0.043914579	0.000289626	0.490554252	3.769998017
ENSG00000159459.7	0.11009433	0.05354042	0.15004086	0.14244441	0.11382445	0.10360981	0.48483797	0.23189714
ENSG00000155368.12	1.1005819	2.8197862	0.4639455	0.429177	0.7198999	0.5838229	0.4803774	0.3995505
ENSG00000141753.5	0.1891056	0.1344562	2.7154264	0.2389222	2.8233463	1.4033077	0.4779895	0.4362286
ENSG00000160932.6	0.175352352	0.001599166	1.560347399	2.795549025	1.037116169	2.037341198	0.475166308	0.013562411
ENSG00000134202.6	0.76807495	0.86972291	0.1352539	0.0280148	0.94477894	0.07143175	0.47078647	0.25555044
ENSG00000139112.6	0.1556237	0.449272	1.5519649	0.2811579	0.5043635	0.2016659	0.4673527	0.2504396
ENSG00000144891.13	0.128736136	0.084448923	0.000141403	0.000046249	0.013164792	0.00016179	0.462760216	0
ENSG00000197461.9	0.09902119	1.9019493	0.03367422	0.03258293	0.05896694	0.05749346	0.45581338	0.7895623
ENSG00000140836.10	0.01813331	0.39421365	0.16698956	0.07135747	0.21869433	0.46260456	0.4557772	1.16127051
ENSG00000137710.10	0.4476636	0.6796481	1.8426053	0.6396536	0.6845192	0.4637723	0.454128	0.4814421
ENSG00000118515.7	0.156262114	0.148302441	1.068771708	2.039660306	0.347654082	0.221151332	0.452362685	0.006242172
ENSG00000141401.7	0.05456749	0	0.07519372	0.01578146	0.03260603	0.03362405	0.45177717	0.1529269
ENSG00000108578.10	0.226302	0.590882	0.4059048	0.2932684	0.2944911	0.2569794	0.4473776	1.7542025
ENSG00000165801.5	0.049697613	0.236700581	0.188484557	0.099515607	0.746674194	0.003240939	0.443482836	0
ENSG00000239264.4	0.5322131	0.7070709	0.9197635	0.2222345	1.5012655	0.3230057	0.4405441	0.7984201
ENSG00000152402.6	0.001641686	0	0.002073872	0.012361904	0.051327041	0	0.43798577	0.317967207
ENSG00000136160.10	0.139602655	0.080384759	2.172056822	1.040619721	0.001691099	0.399168739	0.435835225	0.005332721
ENSG00000156453.9	0.007466023	0.563877173	0	0.423374029	0.008745967	0	0.434979634	0.1352544
ENSG00000128271.15	0.03718153	0	0.01268525	0.32103084	0.03501959	0.02222861	0.42631838	0.16033644
ENSG00000272573.1	0.096421814	0.00113142	0.59001917	0.278467071	0.107022458	0.000966648	0.423731284	2.546505622
ENSG00000105281.8	0.01354319	0.35161677	0.12241136	0.05811808	0.94710128	0.24767063	0.41550391	0.40560632
ENSG00000171867.12	0.47030147	4.42626146	0.20823928	0.72023528	0.74622137	0.06605293	0.41354837	0.55754014
ENSG00000137070.13	0.526629	0.3991792	1.1304657	0.2791398	1.756321	0.2355284	0.4123266	0.2797027
ENSG00000095209.7	0.065543566	0	0.020411794	0.048129523	0.053783547	0.008463007	0.411604239	0.564979415
ENSG00000152894.10	0.055243349	0	0.189025289	0.087736229	0.048654233	0.000927177	0.402628313	0.050096052
ENSG00000105971.10	0.16648491	0.05370478	0.96485589	1.75570028	0.0799843	0.1372018	0.40027233	0.41272962
ENSG00000181856.10	0.6740172	0	0	0.01009573	0.01442312	0	0.39980319	0.64076266
ENSG00000163697.12	0.26170863	0.15894426	0.47565598	0.92497549	0.11300356	0.02902713	0.39902697	0.01910658
ENSG00000107551.16	0.033320305	0.679451253	0.000492059	0.038736943	0.002097459	0.946164126	0.398706318	0.012559219
ENSG00000002933.3	0.1805596	0.7106248	1.1308281	0.240855	0.051629	1.6903268	0.3962498	0.2181959
ENSG00000119699.3	0.11345287	0.04121636	0.04292735	0.01155786	0.64152065	0.02971577	0.39526454	0.59478855
ENSG00000105655.14	0.5102194	0	0.5778036	0.1500891	0.1024186	0.3487255	0.3949927	1.9778978
ENSG00000109846.3	2.68084904	2.55716608	0.72971163	0.16636127	0.66194964	0.05332994	0.39489469	1.43021211
ENSG00000130158.9	0.128323033	0	0.447771291	0.240179996	0.046640185	0.003071337	0.394616212	0.310344097
ENSG00000130234.6	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.03E-05	0.00E+00	3.92E-01	3.96E-03
ENSG00000160801.9	0.014742168	0	0.000238887	0.000109522	0.061171567	0	0.390117271	0.380092982
ENSG00000189184.7	0.008063004	0	0.000271732	0	0.387245437	0.000117923	0.389985648	0.307008453
ENSG00000108821.9	0.077335571	0.513848459	0.002539966	0.020170758	1.423901373	0.028862286	0.389708778	0.136776585
ENSG00000211455.3	0.1494085	0.5265837	0.1880425	0.1947305	0.1740689	0.1095628	0.3895321	1.355412
ENSG00000106537.7	0.205079871	0.003263614	1.388013602	2.887510859	0.007501532	0.391117639	0.380577542	0.01261343
ENSG00000167641.6	0.008208716	0	0.079834469	0.002431519	0.167337439	0.001183568	0.380033618	0.618686563
ENSG00000164465.14	0.000662193	0.132002651	0.03937679	0.241251954	0.006913147	0	0.374545079	0.001155204
ENSG00000152049.5	0	0	0	0.000153278	0.042703774	0	0.372547195	1.769996432
ENSG00000136546.9	0.002028494	3.177160728	0.046455958	0.004580416	0.921159021	0.026071097	0.370589077	0.034624964
ENSG00000177425.6	6.79E-03	0.00E+00	2.43E-01	1.62E-01	2.67E-02	6.51E-05	3.68E-01	1.84E-01
ENSG00000166387.7	0.071340922	0.732613618	0.000126627	0.000483946	0.029210895	0.099678089	0.367530579	0.188544075
ENSG00000103196.7	0.110116582	0	0.018548955	0.030153375	2.096769283	0.001424005	0.366759623	0.296651772
ENSG00000047365.7	0.067113094	0.142855494	0	0.116028307	0.006573745	0.022737953	0.363974608	0.267646704
ENSG00000109452.8	0.075957781	0	0.000665472	0.006478225	0.00653767	0.02795527	0.357898678	0.493177034
ENSG00000134460.11	0.00E+00	0.00E+00	0.00E+00	6.07E-03	4.98E-05	5.33E-03	3.55E-01	0.00E+00
ENSG00000172403.6	0.210746288	0	0.008567993	0.013057572	0.06481142	0	0.354466928	0.483277159
ENSG00000163359.11	0.01417192	0.190668666	0.045485185	0.004540083	0.497313363	0.015472426	0.351151534	0
ENSG00000078098.9	0	0	0	0.000152039	0.05798518	0.003828556	0.3490044	0
ENSG00000074660.11	0.013510024	0.001599166	0.566762086	0.670997712	0.003710816	0.05795506	0.342384883	0.099682147
ENSG00000178498.11	0.016711205	0	0.055752677	0.042579172	0.086569244	0.004979537	0.341630912	0.05443965
ENSG00000172794.15	0	0	0	0.004638708	0.000282341	0.051439309	0.340188943	0
ENSG00000049449.4	0.15846016	0.88517745	0.64785905	0.28109792	1.06341831	0.01889499	0.33984791	0
ENSG00000087085.9	0.165679497	0	0.019446765	0.000149005	0.004778551	0.000392546	0.338563127	0.13683159
ENSG00000074370.13	0.081009214	0	0.000162725	0.068736825	0.045293271	0.082166837	0.337693322	0.581969266
ENSG00000106511.5	0.095356982	0	0.001032414	1.041217137	0.007436663	0	0.336453959	0.097759683
ENSG00000170456.10	8.40E-02	1.09E-01	1.12E+00	4.93E-01	1.13E-01	6.51E-05	3.35E-01	6.63E-02
ENSG00000166856.1	0.007937895	0	1.71700746	0.058081457	0.005599674	0	0.334338442	0
ENSG00000158292.6	0.034136564	0.121813159	0	0.004719569	0.514864602	0.000166119	0.33355658	0
ENSG00000132561.9	0.13241974	2.961463674	0.041924006	0.018333348	1.418747788	0.002256317	0.332519051	0.002016498
ENSG00000183023.14	0.689164838	0.003382595	0.00214281	0.005945615	0.099772939	0.240586539	0.328818281	0.738875585
ENSG00000050438.12	0	0	0	0.005888934	0.001480033	0.001505901	0.328291783	0.001057835
ENSG00000184524.5	0	0	0	0.007689041	0.027978911	0.000354299	0.327903579	0.149073046
ENSG00000137731.9	0.0001578	0	0.011150296	0.000111913	0.008659611	0.527642876	0.323679088	0
ENSG00000078804.8	1.1091987	0.1360235	0.1212638	0.229784	0.1097524	0.1335043	0.3230996	1.2588239
ENSG00000172572.6	0.055036445	0	0.303445552	0.000254296	0.094773514	0.000216544	0.320513882	1.228961435
ENSG00000054179.7	0.042164384	0.841346657	0.036322014	0.015873629	1.902876689	0.007065523	0.320205862	0.003962433
ENSG00000166510.9	0.045226228	0.001498604	0	0.001889277	0.060900657	0	0.3183278	0
ENSG00000085117.7	0.10258718	0.29085212	1.06056035	0.09578146	0.07489339	0.37665478	0.31740285	1.15488629
ENSG00000185112.4	0.02494135	0	0.54474174	0.89487981	0.07563397	0.19934364	0.31705174	0.57369873
ENSG00000011465.12	0.55977246	0.04799645	1.61776569	0.09067686	5.40803038	0.15064528	0.3168479	0.05586484
ENSG00000162545.5	0.05544212	0.03718439	0.23482039	0.07658338	0.55181765	0.02611267	0.31486647	0.23393034
ENSG00000138193.10	0.04547575	0.948511075	0.018261201	0.009148243	0.110252998	0	0.310841327	0.948658565
ENSG00000125968.7	0.05573805	0.19665873	0.86719354	1.68395903	0.11373983	0.05352453	0.31034312	0.52324268
ENSG00000172817.3	0.022179869	0.028139943	0	0.000180564	0.038738093	0	0.309339614	0.202531418
ENSG00000163431.11	0.03790473	0	0	0.01081626	0.04434332	0.00269875	0.30780129	1.83687277
ENSG00000137845.10	0.1542558	1.0721749	1.4968942	0.9515398	0.4127495	0.6712359	0.3039583	0.4194489
ENSG00000095370.15	0.04361122	0.11457455	0.47967424	1.18586296	0.06125263	0.06962486	0.30277857	0.13797119
ENSG00000072310.12	0.09274494	1.34361113	0.24963117	0.12821191	0.19097686	0.11723866	0.3022498	0.0976286
ENSG00000146122.12	0.170803279	0.069780639	0.000174377	0.000299224	0.004114807	0.01365875	0.302201676	0.101476112
ENSG00000115896.11	0.020471954	0	0.000361669	0.021004099	0.031576599	0.008768711	0.301619285	0.190335845
ENSG00000125430.4	0	0.077037082	0.061799778	0.02202932	0.007729768	0	0.301214967	0
ENSG00000128849.9	0.01276615	0.13491969	2.19302738	0.28614952	0.17026813	0.01188525	0.30088453	0
ENSG00000118194.14	4.420207834	0.11418419	0.16367557	0.492687771	0.122077868	0.15832338	0.29972833	0.005306835
ENSG00000121211.3	0.01326217	0	0.037109054	0.000870838	0.052338046	0.000170885	0.296082138	0.038362612
ENSG00000213626.7	0.10066979	0.61256253	0.1740552	0.04405128	0.14383662	0.17329365	0.2940056	1.1877944
ENSG00000003436.10	0.43745606	0.09088954	0.97280011	0.09445583	0.26468394	0.07897049	0.29102314	0.12839419
ENSG00000136267.9	0	0	0	0.003484241	0.007854014	0	0.289647286	0.592607436
ENSG00000114861.14	0.1317143	0.7187365	1.3446739	0.4891367	0.4306244	0.5813548	0.2840771	0.2328784
ENSG00000159403.11	0.08143022	0.27373244	0.2970277	0.01806255	1.25195097	0.07344818	0.28350062	0.76793775
ENSG00000049323.11	0.114133059	0.443312943	0.725879842	0.148244842	0.999134095	0.000385749	0.282881657	0.394752108
ENSG00000138735.11	0	0	0.067375564	0.017052486	0.087941153	0.000209762	0.28148556	0.264489659
ENSG00000171729.9	0.178805177	0	0.007589151	0.000209672	0.032639174	0.165422919	0.281470403	1.09505062
ENSG00000164949.3	0.14621372	0.5270634	0.12766689	0.08727722	0.95915818	0.02973239	0.27966648	0.43308861
ENSG00000198125.8	3.79333736	0	0.0828365	0.36530602	0.05886869	0.12319302	0.27523556	0.05368666
ENSG00000129991.8	4.591923644	0	0.148931405	0.448124972	0.107046451	0.188563771	0.269668535	0.001057835
ENSG00000170262.8	0.03529382	0	0.229472269	0.004173577	0.009112373	0.000121657	0.264639809	0
ENSG00000114115.5	0.07342989	0.07394167	1.93820524	0.05042087	1.73755011	0.02927835	0.26418815	0
ENSG00000113231.9	0.001417307	0.054916699	0.001681003	0	0.011648563	0.034070398	0.26236763	0
ENSG00000159251.6	4.65753298	0.45807024	0.1955407	0.5687385	0.09505487	0.14649197	0.25889095	0
ENSG00000118526.6	0.02377487	0.001664448	0.000589937	0.008260269	0.728420934	0.003317587	0.253515046	0
ENSG00000159176.9	0.08912667	2.08297888	0.35252714	0.90026585	0.34931467	0.21578579	0.25266257	2.09534928
ENSG00000095637.16	0.93181517	1.48813158	0.56889701	0.7826367	0.19369385	0.06001005	0.25248933	1.40268888
ENSG00000214357.4	0	0	0	0.105846248	0.01637984	0.044170223	0.250176765	0.003946258
ENSG00000143061.13	0.03540631	0.62298905	1.04076147	0.02760734	0.76701673	0.01260143	0.24982451	0
ENSG00000000003.10	0.077660956	0.121806221	1.507129257	0.782561149	0.282154685	0.004226664	0.248641534	0.372216242
ENSG00000145555.10	0.01860044	0.32562024	0.0284618	1.03945773	0.04164084	0	0.24732648	0.62458482
ENSG00000170545.12	0.023403458	0	0.574433672	0.440023855	0.004535914	0.550806478	0.246188455	0.122609842
ENSG00000185532.10	4.60E-02	3.29E-01	1.45E-01	9.21E-05	3.35E-02	2.47E-02	2.43E-01	2.62E-01
ENSG00000154096.9	0	0	0	0.01169051	0.01081474	0.02431402	0.24021341	0.26493648
ENSG00000112186.7	0.704997723	0	0.00027163	0.018395356	0.017793117	0.000129805	0.240089727	0.818949519
ENSG00000074964.12	0.183899675	0.57799095	0	0.000714799	0.065277709	0.194145266	0.237959602	0.071168015
ENSG00000185565.7	0.012540253	0	0.000836719	0.003069275	0.622789262	0.000544597	0.237280795	0
ENSG00000152779.12	5.42E-02	0.00E+00	2.81E-02	4.08E-05	1.18E-05	0.00E+00	2.37E-01	1.59E-01
ENSG00000135002.7	0.6091482	0.4805139	1.462064	0.412697	0.4127083	0.5352779	0.2365778	0.6921821
ENSG00000134243.7	0.43877144	0.42222361	0.10607435	0.02847058	0.04309856	0.03183849	0.2357657	0.82891516
ENSG00000185052.7	0	0	0.000293723	0	0.033928187	0.018207162	0.235421759	0
ENSG00000169129.10	0.009559546	1.029225443	0	0.021535884	0.066749669	0.004833362	0.231440061	0.508765461
ENSG00000170276.4	0.9708013	0.415736297	0.040621348	0.022769683	0.112387898	0.009254284	0.227455434	0.964242709
ENSG00000153253.11	0.027097737	0	0	0.002776715	0.000106923	0	0.225085098	0.360790993
ENSG00000196843.11	0.0482497	0.23491615	0.21658839	0.19972834	0.08453093	0.1507082	0.22507646	0.8098984
ENSG00000113070.6	0.09105485	1.05597865	0.16736824	0.17303818	0.0125504	0.01512278	0.22321091	0.40604499
ENSG00000182667.10	0.021296774	0	0.03735027	0.000153264	0.028020626	0	0.221939548	0
ENSG00000137962.8	0.087597913	0.007611609	0.806933038	0.987674317	0.127745067	0.000895842	0.221001786	0.857351709
ENSG00000149485.12	0.06238765	1.50477663	0.06366917	0.09773569	0.23081827	0.2928394	0.21909336	0
ENSG00000130528.7	1.064196921	0	0	0.005683889	0.010410496	0.000832437	0.218243234	0.585760063
ENSG00000166398.8	0.13810756	0.10499973	0.41988281	0.73753247	0.08700273	0.04930664	0.21699366	0.33135089
ENSG00000166148.2	0	0.12427871	0	0	0.01622018	0	0.21569481	0
ENSG00000188191.10	0.019711318	0	0.053136832	0.000166698	0.023379561	0.04664872	0.214410986	0.000683337
ENSG00000115641.14	1.40843391	0	0.75422472	0.07177545	0.02735568	0.04068953	0.2126955	0.0533627
ENSG00000148948.3	0.012842176	0.829060587	0	0	0.000196922	0	0.211731034	0
ENSG00000135111.10	5.80E-03	2.19E-03	1.61E-03	1.79E-01	6.59E-05	0.00E+00	2.10E-01	6.96E-01
ENSG00000198336.5	3.97556607	0	0.1389634	0.36175978	0.08355921	0.1248982	0.20934246	0.15855595
ENSG00000178585.10	0.1732617	0.55969032	0.1457565	0.93329392	0.04826284	0.14197672	0.20854594	0
ENSG00000105650.17	0.00E+00	0.00E+00	1.53E-04	1.08E-02	5.52E-05	0.00E+00	2.07E-01	1.80E-01
ENSG00000007908.11	0	0	0	0	0.0013174	0	0.2065344	0
ENSG00000141959.12	0.5160638	0	0.3080475	0.2681149	0.0578869	0.1987604	0.2044899	1.0741365
ENSG00000204291.6	0.044763574	0.122526752	0.006981511	0.136459795	1.020918675	0.002020649	0.204463051	0
ENSG00000158715.5	0.01246193	0	0.54457834	0.01402003	0.06726263	0	0.20412432	0
ENSG00000099194.5	0.10545343	1.80713728	0.28796552	0.05974197	0.26485017	0.02981693	0.19683143	0.02078058
ENSG00000031081.6	0.35359543	0.27868503	0.69001925	0.79501959	0.04500355	0.16180247	0.19676409	0.05421165
ENSG00000158270.10	0.09655936	0	0.01899647	0.0410252	0.69639986	0.49136953	0.19372973	0
ENSG00000107104.14	0.155566054	0	1.255756284	0.021990734	0.102304977	0.001561343	0.193208658	1.025400648
ENSG00000136842.9	1.49500625	0	0.01462818	0.0087609	0.01151099	0.09743152	0.19278776	0.12965987
ENSG00000117122.9	0.039240803	0.36782536	0.045400723	0.009368179	0.896751095	0.007793514	0.192770106	0.002016498
ENSG00000101000.4	0	0	0.315410892	0.057080766	0.006863933	0.008053179	0.19181491	0.270454029
ENSG00000035862.8	0.3407009	1.3570134	0.7786306	0.1494205	2.1179073	1.6940421	0.1896452	0.7758879
ENSG00000186642.11	0.190816786	0	0.048314259	0.80829417	0.00310733	0.032717823	0.189166764	0.001155204
ENSG00000125354.18	0.051914022	0	0.188657022	0.005954573	0.073184804	0.121932296	0.188938838	0.939950955
ENSG00000122870.7	0.052042078	0.002970734	0.090922997	0.035741484	0.963990793	0.028846575	0.186520571	0.001341848
ENSG00000113594.5	0.1699501	0.3731466	1.5270984	0.5353555	0.1448447	0.8493009	0.1854678	0.819992
ENSG00000102996.4	0.102861136	0.410267425	0.006667109	0.35951219	0.000791729	0.005720221	0.184112374	0.001155204
ENSG00000133392.12	0.024088043	0	0	0.000865198	0.000854378	0	0.182822443	3.212332571
ENSG00000143772.5	0.0293655	0	0.07539335	0.59411034	0.04453927	0.05572895	0.18063174	0
ENSG00000168477.13	0.075295228	0	0.032446141	0.010629823	0.861652777	0.003048146	0.180521457	0
ENSG00000103260.4	0.04735935	0.46621011	0.07402877	0.02752472	0.04622992	0.09083726	0.17983201	0.21306615
ENSG00000130037.3	0.038572429	0	0.00328887	0.688809129	0.004417769	0.000678612	0.178562675	0.715688589
ENSG00000196189.8	0	0	0.000454129	0.000169363	0.012768026	0.952806208	0.176418859	0
ENSG00000008441.12	0.13535462	0.45922626	0.14023109	0.05527924	0.76449218	0.11638948	0.17553391	0.03584368
ENSG00000134250.13	0.03397677	0.40415158	0.3815924	0.02021065	0.58747758	0.50866429	0.17474947	0.64594865
ENSG00000090097.16	0.10942415	1.22554695	0.14025779	0.02007831	0.1680185	0.033158	0.17441084	0.14156003
ENSG00000173175.10	0.218972771	0	0	0.006775253	0.005922019	0	0.174102545	0.27056243
ENSG00000163492.9	0.602821365	0	0.015068925	0.001576562	0.008958027	0	0.173902451	0.291316327
ENSG00000138835.18	0.03843992	0	1.00888021	0.33339136	0.11967377	0.03400739	0.16991301	0
ENSG00000174059.12	0.192099642	0.020561607	1.513706361	2.119011706	2.552955076	0.067247247	0.168830827	0.008349118
ENSG00000053702.10	0.046810144	0	0.011804367	0	0.001097164	0.005803898	0.168194255	2.594879908
ENSG00000173991.5	2.78591847	0	0.06275706	0.11604988	0.03446469	0.02393746	0.16761957	0
ENSG00000151468.9	0.019128556	0	0.123837563	0.006154622	0.026179419	0	0.167004665	1.58634244
ENSG00000110315.2	0.20675621	0.03312481	0.43660146	0.04548081	0.06286409	0.21009175	0.16597571	0
ENSG00000011028.9	0.016302147	0	0.000210165	0	0.356398442	0.000117923	0.165371516	0
ENSG00000105287.8	0.02834021	0	0.2184943	0.52940474	0.04642803	0.02264258	0.16489488	0.0533627
ENSG00000168056.10	0.048587499	0.501222064	0.235040427	0.006741181	0.526357813	0.003451775	0.163962048	0
ENSG00000182636.4	0.019749908	0.001498604	0.449164014	0.041919287	0.880754836	0.007002514	0.163291667	0.114618309
ENSG00000157703.11	0.00E+00	0.00E+00	1.22E-02	1.20E-04	1.77E-03	9.49E-05	1.61E-01	0.00E+00
ENSG00000158769.13	0.26600451	0.00309777	1.07202347	1.56365403	0.02561329	0.12418262	0.16030336	0.01331663
ENSG00000179915.16	0	0.393583795	0	0.001798279	0.003934691	0.000442747	0.159431823	0
ENSG00000150938.5	0.016886488	0.006582664	0.496556095	0.319415378	0.03219214	0.034225806	0.158868414	0.374223169
ENSG00000017427.11	0.064357918	0	0.014477658	0.035053518	1.876702687	1.240274797	0.158066213	0.003171703
ENSG00000189058.4	0.011536144	2.509077768	0.000403817	0.008407582	0.132439557	0.001099324	0.158051238	0
ENSG00000077943.7	0	0	0.022180585	0.000196951	0.045902045	0.034609234	0.157697839	0.285718424
ENSG00000087116.9	0.04437966	0.44461444	0.0197909	0.03336336	1.03647889	0.00121528	0.15644168	0
ENSG00000180828.1	0	0	0	0.001040665	0	0	0.155055684	0
ENSG00000104814.8	0	0.001498604	0	0.000867727	0.000104708	0.031116914	0.15484264	0
ENSG00000074416.9	0.30153842	0.59646413	0.1357497	2.5439988	0.18536821	0.02465483	0.15438115	0.71189727
ENSG00000172164.9	0	0.282706099	0	0.02943712	0.001805779	0.004875582	0.149923204	0.130418968
ENSG00000099889.9	0.005987628	0.72613919	0	0	0.026775451	0.004725704	0.149850944	0.011911476
ENSG00000108551.4	0.123387561	0	0.038392719	0.233144837	0.008226691	0.000111069	0.149780857	1.963052924
ENSG00000072163.14	0.539430467	1.430939255	0.137620684	2.369204269	0.454933246	0.004378269	0.149277706	0.613089394
ENSG00000048740.13	0.23103564	1.0689436	0.08783555	0.02636365	0.88038275	0.82745204	0.14876825	0.13616792
ENSG00000186479.4	0.073423567	0	0.00162814	0.01260954	0.006862647	0.093108634	0.148160374	0.455492513
ENSG00000165092.8	0.095483172	1.986728975	0.05425066	0.011957465	0.963312705	0.000248888	0.147715341	0
ENSG00000104213.8	0.029267565	0	0.234747683	0.009495366	1.08909745	0.000129805	0.147194333	0
ENSG00000182566.8	0.00E+00	0.00E+00	6.48E-02	1.12E-04	6.83E-05	0.00E+00	1.47E-01	0.00E+00
ENSG00000133121.16	0.093818551	0.72052368	0.133113995	0.114019168	0.082890607	0.000176565	0.145338941	0.036005334
ENSG00000178053.13	1.447462406	0	0	0.064324183	0.008746434	0	0.144241764	0.213349509
ENSG00000064300.4	0	0.49439158	0.000589937	0	0.015680543	0	0.142991959	0
ENSG00000129170.4	3.51570527	0	0.08756267	0.22471018	0.03031202	0.08652082	0.14288874	0
ENSG00000134321.7	0.012399188	0	0.003086288	0.69697798	0.030139696	0.115824643	0.142590158	0.001341848
ENSG00000120915.9	0.576945389	1.201957288	1.0143749	0.001188609	0.085448786	8.05789E-05	0.141681435	0
ENSG00000157557.7	0.134240435	0.001664448	0.360458398	0.916877557	0.077242154	0.325548074	0.13805917	0.133735485
ENSG00000116774.7	0.12497326	0.13953351	0.37906741	0.01875418	1.4454885	0.27596419	0.13729509	0.04870909
ENSG00000155846.12	0.126809236	0	0.014413278	0.000591232	0.002759883	0.006507542	0.136675289	0.305187566
ENSG00000125170.6	0.032403279	0	0.227037269	0.664620488	0.036112403	0.053132667	0.136117712	0.007764245
ENSG00000172348.10	1.449748045	0.350023798	0.013061323	0.061370112	0.018611413	0.001452942	0.132025079	1.838926585
ENSG00000151320.6	0.512337213	0.023319665	0	0.033886601	0.002324789	0	0.131741483	0.692513158
ENSG00000111145.3	0.03906523	0.01428101	0.64537627	0.83658317	0.05412437	0.16565678	0.1308068	0.06148391
ENSG00000151967.14	0.015928656	0.331786261	0.01937462	0.036345857	0.002033466	0	0.130468592	0
ENSG00000131831.13	0.059922716	0.065828999	0.33272	0.006239153	0.037624881	0.000172245	0.129224132	0.085620696
ENSG00000249751.1	0.056586143	0.109792919	1.504773972	1.309358787	0.00751701	0.00109105	0.128979694	0.002016498
ENSG00000075618.13	0.0202608	0.36912451	0.1059778	0.69708732	0.05155649	0.0329447	0.12597504	0.0870336
ENSG00000081320.6	0.02870896	0.12193561	0.109186	0.12400096	0.08591274	1.28870579	0.12536191	0
ENSG00000154556.13	0.740167975	1.411010147	0.152059696	0.124913677	0.007379567	0.018201385	0.125296292	2.373415386
ENSG00000157510.9	0.338331	0.1833263	0.7834928	1.1283151	0.0038409	0.1123367	0.1247724	0
ENSG00000072110.9	0.010683472	0.022605501	0.086222047	0.043016862	0.017172072	0.007056758	0.122100579	0.358302135
ENSG00000169507.5	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.49E-05	0.00E+00	1.19E-01	2.95E-01
ENSG00000101955.10	0.005983488	0.001927546	0.001815859	0.013172458	0.906909786	0.001163902	0.11744398	0.002016498
ENSG00000095303.10	0.018670279	0.002808431	2.012028201	0.266477953	0.010432791	0.536357042	0.116818911	0.002016498
ENSG00000198435.2	0.026192121	0.005400225	0.094225759	0.439372888	0.000212578	0	0.116045575	0.59215806
ENSG00000167244.13	0.009474682	0	0.526686862	0.068677073	0.002413689	0	0.115173912	0.077447694
ENSG00000111816.6	0	0	0.0435486	0.04794053	0.03477217	0.01290767	0.11381742	0.47958318
ENSG00000158445.7	0.188452936	0.003382595	0	0.144177735	0.013810821	0.006073279	0.113381152	0.502722903
ENSG00000127528.5	0.12352418	0.01390351	0.65594139	1.43759529	0.38778902	0.69027913	0.1115231	0.04931911
ENSG00000058668.10	0.0198108	0	0.82306909	0.21070506	0.15152475	0.03523638	0.1110366	0.56697429
ENSG00000137573.9	0.033962361	0	0.213027912	0.01580727	0.639243586	0.000207474	0.11048753	0
ENSG00000063660.4	0.778259064	0.499448656	0.000890614	0.004624475	0.034394388	0.015540717	0.110242461	0.024641569
ENSG00000118257.12	0.060344177	0.258136504	0.153408349	0.5538054	0.002513043	0.161429947	0.109935843	0.001006917
ENSG00000175274.14	0.043895	0	0.20861695	0.97828139	0.02917358	0.03051834	0.10971143	0.49033245
ENSG00000155657.19	3.801026056	0.005569051	0.002669568	0.079916725	0.015513595	0.024519156	0.109335518	0
ENSG00000151702.12	0.065095039	0	0.548715051	0.977796901	0.07848753	0.489548051	0.109061736	0.002016498
ENSG00000116701.10	0.001159497	0.00486509	0.012366816	0.00959043	0.001166526	0.960478217	0.108316382	0.245390802
ENSG00000179403.10	0.022968774	3.65031399	0.032608624	1.004634051	1.221824999	0.00114014	0.10773741	0.002002804
ENSG00000172889.11	0.185733052	0	1.846052862	2.197727396	0.007423849	0.039434834	0.105660083	0
ENSG00000204345.1	0.000311281	0	0.020608103	0.000693112	0.000742028	0.942927407	0.105656471	0.002016498
ENSG00000169744.8	0.021533594	0.201390378	0.332567803	0.403825289	0.008471959	0	0.105326125	0.107502333
ENSG00000087842.6	0.01583973	0.09372973	0.83336291	0.01720915	0.16270744	0.03498168	0.10497277	0
ENSG00000181458.6	0.019182876	0	0.0135048	0.003696144	0.639484282	0.000430833	0.104161383	0.00514385
ENSG00000115290.5	0.930652327	0.925821049	0.019978863	0.022779912	0.041625354	0.007775444	0.103125291	0
