Gene	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSCAFG00000007573	0.20675621	0.03312481	0.43660146	0.04548081	0.06286409	0.21009175	0.16597571	0
ENSCAFG00000012844	0	0.006467163	0.000344233	0.000335406	0.000334497	0.605746007	0.000270435	0
ENSCAFG00000010121	1.610298	2.934897	2.769987	3.226436	2.788414	2.737239	3.677561	2.13636
ENSCAFG00000015228	0.004978673	0	1.605784329	0.278228685	0.000147266	0.040466566	0	0
ENSCAFG00000005817	0.001217087	0	0.000932032	0.000135845	0.002265878	0	0.661502869	0
ENSCAFG00000006454	0.03906523	0.01428101	0.64537627	0.83658317	0.05412437	0.16565678	0.1308068	0.06148391
ENSCAFG00000010796	0.028493048	0.259032563	0.025550011	0.038441576	0.004149902	0.440355316	0	0
ENSCAFG00000031211	0.022168091	0.027292326	0.072084629	0.081397328	0.010169464	0.004649967	0.042940751	0.279390732
ENSCAFG00000015289	0.024053277	3.374162383	0.010371254	0.000333006	0.000125056	0.001360001	0	0
ENSCAFG00000012963	0.50487464	0.0318974	3.79985534	0.20769317	4.39458656	0.06346045	3.93561761	1.68675104
ENSCAFG00000012883	0.103502383	0.001664448	1.322614747	0.149977391	0.401937917	2.372582172	1.890588974	0.246696623
ENSCAFG00000014463	0.016369164	0	0.001715208	0.013146853	0.001976862	1.425142146	0.000412314	0.002016498
ENSCAFG00000004055	0	0	0.0435486	0.04794053	0.03477217	0.01290767	0.11381742	0.47958318
ENSCAFG00000009680	0.01691695	0.20435767	0.22194465	0.12892779	0.01026649	0.01628731	0.58978269	0.0405824
ENSCAFG00000002345	0.0108	0	0.000225	8.58e-05	2.62e-05	0.000219	0.025	0.297
ENSCAFG00000009977	0.704997723	0	0.00027163	0.018395356	0.017793117	0.000129805	0.240089727	0.818949519
ENSCAFG00000003600	0.299	0	0.0131	6.01e-05	0.00335	0.00132	0.0012	0
ENSCAFG00000030892	0.749024323	0	0.484195593	0.023023016	0.096632172	0.000235442	0.008316586	1.190551443
ENSCAFG00000000312	0.3454957	0.82258	2.0449281	0.7974679	0.4162109	0.3618281	0.6294906	1.0920902
ENSCAFG00000000868	0.027005577	0.003283392	0.003731212	0.014868436	1.813101072	0.025673689	0.002550721	0
ENSCAFG00000001981	0.3370216	0.2729716	0.9915011	0.5026195	1.6504997	0.8507157	1.0915381	0.6055048
ENSCAFG00000002016	0.14947969	0	0.042267069	0.676201308	0.002073829	0.003244045	0	0.015557696
ENSCAFG00000009516	0.001082969	0.006028233	0.003990254	0.003281941	0.006616006	1.609253494	0.000396905	0.005288106
ENSCAFG00000018608	0.002521743	0	0.000172698	0.017792295	0.837920751	0.000890432	0.000390562	0
ENSCAFG00000005749	0.09105485	1.05597865	0.16736824	0.17303818	0.0125504	0.01512278	0.22321091	0.40604499
ENSCAFG00000017855	0.78781091	5.08856053	2.22129783	3.72162772	3.23506251	0.05974043	4.22138542	3.50255505
ENSCAFG00000018877	0.0128	0	2.18	0.024	0.0521	5.69e-05	0.032	0
ENSCAFG00000010793	0.336440881	0	0.34031892	0.181857047	0.002767096	0.155355245	0.047731423	0
ENSCAFG00000007617	0.0291	0	0	0.303	5.6e-05	0.12	0.000238	0
ENSCAFG00000006239	0.000397	0	0.000102	0.305	1.14e-05	0	0.0533	0
ENSCAFG00000031965	0.310170683	0	0.005069952	0.004845556	0.008690676	0	0.032510724	0.348594174
ENSCAFG00000018661	0.1699501	0.3731466	1.5270984	0.5353555	0.1448447	0.8493009	0.1854678	0.819992
ENSCAFG00000006607	0.0525121	0.43525114	0.40381071	0.36296096	0.99387024	0.03174197	0.05136017	0
ENSCAFG00000018214	0.015535127	0.001927546	0.057183358	0.028283067	0.393031783	0	2.098787786	1.534223121
ENSCAFG00000011751	0.003466562	0	0.00113872	0.000934277	0.000878618	0.863170152	0	0.001155204
ENSCAFG00000011890	0.5010887	0.2027645	1.0411763	0.170735	0.3250228	0.2389096	1.7462503	0.4591883
ENSCAFG00000032569	0.07342989	0.07394167	1.93820524	0.05042087	1.73755011	0.02927835	0.26418815	0
ENSCAFG00000031187	0.86962307	0	0	0.021143827	0.01050501	8.77656e-05	0.009408373	0
ENSCAFG00000011335	0.04686664	0.57619669	0.55016948	0.40638726	0.27904858	0.04633254	1.60328827	0.1223322
ENSCAFG00000010293	0.3349773	0	0.522694	0.12760215	0.01197318	0.07204663	0.01729554	0.12352081
ENSCAFG00000008638	0.007093166	0.326670051	0.014267237	0.047578188	0.013325146	0.00028186	0	0
ENSCAFG00000009404	2.64728857	0	0.05138383	0.15066983	0.02573025	0.06128077	0.04281779	0
ENSCAFG00000006461	0.1317143	0.7187365	1.3446739	0.4891367	0.4306244	0.5813548	0.2840771	0.2328784
ENSCAFG00000013414	0.000436536	1.394390914	0.014484333	0.018667902	0.017119827	0.016767511	0	0
ENSCAFG00000004901	0.211368215	0.001143982	0.106320254	0.011730999	0.840961826	0.153075111	0	0
ENSCAFG00000014175	0	0.292315034	0.049241515	0.000618266	0.023468394	0.398282326	0	0
ENSCAFG00000041682	0.930652327	0.925821049	0.019978863	0.022779912	0.041625354	0.007775444	0.103125291	0
ENSCAFG00000010563	0.930652327	0.925821049	0.019978863	0.022779912	0.041625354	0.007775444	0.103125291	0
ENSCAFG00000014474	0.198680124	0.038298304	0.696838113	0.036695807	0.137408993	0.0006884	0.689874932	0.72953827
ENSCAFG00000029937	0.008104189	1.245852933	0.000801662	0.01628953	0.230246533	0.001259465	0.001463771	0
ENSCAFG00000007437	0.818744033	0	0	0.000374424	0.002673407	0.004962011	0	0
ENSCAFG00000031321	0	0.35764879	0.01214626	0	0.01164275	0.01255571	0	0
ENSCAFG00000002105	1.40843391	0	0.75422472	0.07177545	0.02735568	0.04068953	0.2126955	0.0533627
ENSCAFG00000012236	0	0.664221728	0.011905141	0	0.00091393	0.030385423	0.001872269	0.002016498
ENSCAFG00000006145	0.031485742	0.275256003	0.018486192	0.01788127	1.136073083	0.168885662	0.022240752	0.002162122
ENSCAFG00000010953	0.020471954	0	0.000361669	0.021004099	0.031576599	0.008768711	0.301619285	0.190335845
ENSCAFG00000003260	0.001651574	0	0.001267927	0.004540065	0.008899092	0.757961217	0	0.001006917
ENSCAFG00000029252	0.03684847	1.40661306	0.01484915	0.01963697	0.27938911	0.24050436	0.52602811	0.10575588
ENSCAFG00000002627	0.31183225	0	0.70032967	1.51162565	0.14071796	0.02340228	1.09394949	1.18781756
ENSCAFG00000011275	0.01639733	0	0	0.01072917	0.01589231	0	0.0916415	0.47399687
ENSCAFG00000019676	0.153015589	0.009061396	0.186917023	0.121723722	1.202232602	0.092078885	2.072031837	2.864643523
ENSCAFG00000013314	0.001159497	0.00486509	0.012366816	0.00959043	0.001166526	0.960478217	0.108316382	0.245390802
ENSCAFG00000009334	0.12497326	0.13953351	0.37906741	0.01875418	1.4454885	0.27596419	0.13729509	0.04870909
ENSCAFG00000020408	0.442	0	0	0.00948	5.21e-05	0	0	0
ENSCAFG00000011196	0.11580277	1.0200775	0.45950205	0.65156555	1.54223444	0.02221102	1.24037038	0.31863991
ENSCAFG00000031101	0.000177288	0	0.000997543	0.000862316	0.000838022	1.442822282	0.000472566	0
ENSCAFG00000015854	0.039240803	0.36782536	0.045400723	0.009368179	0.896751095	0.007793514	0.192770106	0.002016498
ENSCAFG00000029969	0.044713824	0	0	0.014003948	0.006842509	8.77656e-05	2.219855903	2.811444067
ENSCAFG00000015595	0	1.27	8.93e-05	0	0.000684	0	0.00309	0
ENSCAFG00000014920	0.1715786	0.8147701	3.2154449	1.6673642	0.7642858	0.1744954	0.8668942	0.1809934
ENSCAFG00000013269	0.2115573	1.5771271	2.7476231	2.181752	0.9306675	0.2676434	1.4526811	1.8420468
ENSCAFG00000011971	0.015417217	0.194422163	0.534476852	0.001420993	0.004357536	0	0	0
ENSCAFG00000029191	0.06657606	1.37447051	0.17390095	0.16274997	0.04996453	0.13711489	0.07786208	0
ENSCAFG00000012445	0.176593682	0	0.15738626	0.007303751	0.003288943	0.00029593	0.015886799	0
ENSCAFG00000003265	0.01149079	0.001355846	1.253332894	0.040772117	0.031502503	0	2.961668226	0
ENSCAFG00000010798	4.420207834	0.11418419	0.16367557	0.492687771	0.122077868	0.15832338	0.29972833	0.005306835
ENSCAFG00000013191	0.060344177	0.258136504	0.153408349	0.5538054	0.002513043	0.161429947	0.109935843	0.001006917
ENSCAFG00000018037	0.074315022	0.008090872	0.26244197	0.004459823	0.019591486	0.279720953	0.000384588	0
ENSCAFG00000011762	0.692477889	0	0	0.023743585	0.001242033	0	0	0.207101769
ENSCAFG00000011458	0.000132	0	0	0.00815	9.96e-05	0.333	0	0
ENSCAFG00000000318	0.008676554	0.001498604	0.960661817	0.013134172	0.013526102	0.000208566	0.014399358	0
ENSCAFG00000000217	0.156262114	0.148302441	1.068771708	2.039660306	0.347654082	0.221151332	0.452362685	0.006242172
ENSCAFG00000000205	0.02377487	0.001664448	0.000589937	0.008260269	0.728420934	0.003317587	0.253515046	0
ENSCAFG00000009765	1.796509265	0	0	0.003188275	0.000510781	0.000121657	1.443225432	1.631387327
ENSCAFG00000004870	0.0564	0.00166	0	0.231	4.97e-05	0	0.00492	0
ENSCAFG00000002835	0.20080504	0.00651817	0.207934024	7.14883e-05	0.032967829	0	0.003210831	0
ENSCAFG00000017101	0.11345287	0.04121636	0.04292735	0.01155786	0.64152065	0.02971577	0.39526454	0.59478855
ENSCAFG00000009259	0.303861366	0.532647389	0	0.000540704	0.001107858	0	0.000133651	0
ENSCAFG00000001713	0.07333685	0	0.98152006	0.84445541	0.16549792	0.0110397	0.07852604	0
ENSCAFG00000001354	0.52604624	0	0	0.01027798	0.01341022	0	0	0
ENSCAFG00000000405	0.033239852	0.355548276	0.120851793	0.482755283	0.018538779	0.002536379	0.062750185	0
ENSCAFG00000000535	0.051360525	0	0.480468625	1.087908132	0.001771274	0.000121657	0.000196617	0.001341848
ENSCAFG00000006214	0.042893061	0.007374221	0.233768631	0.299273921	0.002921068	0.067079734	0	0.007935495
ENSCAFG00000010255	0.44	0	0.0165	0	5.56e-05	0	0.0383	0
ENSCAFG00000004237	0.06702445	0.2585128	0.08795887	0.53144717	0.0251955	0.01824056	0.09098902	0.16218748
ENSCAFG00000004117	0.02311801	0.48323083	0.0718345	0.01057408	0.71957036	0.1168029	0.99044066	0.26325742
ENSCAFG00000015750	0	0	0	0	1.01e-05	0	0.536	0
ENSCAFG00000008404	3.49692181	0.11847545	2.46809168	0.42041852	0.13122194	0.04794078	0.04659258	1.34937427
ENSCAFG00000009329	0.04063109	0.08487058	0.10656856	0.08211721	1.30189124	0.30736186	0.7972585	0.44460377
ENSCAFG00000008438	0.576945389	1.201957288	1.0143749	0.001188609	0.085448786	8.05789e-05	0.141681435	0
ENSCAFG00000017745	0.028278119	0	0	0.009634133	0.044562289	0.000414929	0.648721143	0.875327651
ENSCAFG00000008268	0.01326217	0	0.037109054	0.000870838	0.052338046	0.000170885	0.296082138	0.038362612
ENSCAFG00000031280	0.000153231	0	0.000210165	0.082805777	0.050434054	0	4.011247024	0
ENSCAFG00000030985	1.21530664	0	0.0984322	0.02170989	0.08026921	0	0.06442191	0
ENSCAFG00000007321	0.241	0	0	0	2.31e-05	0	0	0
ENSCAFG00000011117	2.73180219	0	0.06227266	0.16026655	0.02821465	0.02027532	0.09146886	0
ENSCAFG00000015383	0.025052092	0	0.619957637	0.237001475	0.014489056	0.000920551	0.000276124	0
ENSCAFG00000012718	0.020594058	0	0	0.006440462	0.022650086	0	0	0.877278646
ENSCAFG00000006798	0.018786832	0	0.000333178	0.003426368	0.029652334	0.000168554	0.636691791	0.748999649
ENSCAFG00000018703	0	0	0.000250095	0.000858847	0.00049656	0.546833698	0.00098393	0
ENSCAFG00000016038	2.12123822	0	0.01652998	0.08899288	0.016759	0.02312054	0.05793988	0.31981729
ENSCAFG00000015975	0.23469181	0	0	0	0	0	0.02391125	0
ENSCAFG00000020018	0.547009761	0	0.005384671	0.030972844	0.005262058	0.02649189	0.009619953	0.019677072
ENSCAFG00000003216	0.7473967	1.5082229	1.2243172	1.1167794	1.3899995	1.0028851	2.8863039	2.3176039
ENSCAFG00000003169	0.16834177	1.65846434	0.5619192	0.89124704	1.28037468	0.05369225	2.39727404	3.23829338
ENSCAFG00000013817	0.090766105	0	0.361688789	1.624051217	0.042961823	1.327523026	0.047944335	0.001690254
ENSCAFG00000012331	0.052042078	0.002970734	0.090922997	0.035741484	0.963990793	0.028846575	0.186520571	0.001341848
ENSCAFG00000043612	0.003835717	0.003296302	0	0.000536806	0.000427771	0.753535412	0.030554319	0.003946258
ENSCAFG00000006413	0.000132154	0	0.000195996	0.000511521	0.000275769	0.788980948	0.000458862	0.005332721
ENSCAFG00000000178	0.07321401	0.11779762	0.00106954	0.0110366	1.43538488	0.56443459	0.85875349	0
ENSCAFG00000017811	0.11037999	3.32467947	0.05399334	0.02422245	0.02042554	0.02695859	0.03874021	0.01350716
ENSCAFG00000030095	0.323306468	0.903251316	0.468210383	0.004529671	0.601876004	0.011583724	1.856662172	0.003344652
ENSCAFG00000045731	0.106158922	0.23140947	0.000742799	0.019094314	0.743920475	0.039195132	0.498947551	0.514756566
ENSCAFG00000009664	0	0.401250794	0	0.000160078	0.007556191	0	0	0
ENSCAFG00000011426	0.043974812	0.005653827	0.679000348	0.013423489	1.361511757	0.028878038	0.000393817	0.25338639
ENSCAFG00000031382	0.05997832	0.93736116	0.0741966	0.05655208	0.45829781	0.05755037	0.07133021	0.1521187
ENSCAFG00000009509	0.002416825	0	0.000673722	0.01079464	0.002309413	2.286443347	0.001857298	0
ENSCAFG00000001575	1.067746509	0	0.013433042	0.030161785	0.001141121	0.007145235	0.016827089	0
ENSCAFG00000002300	0.330756571	0	0.019580941	0	0	0.001588285	0	0
ENSCAFG00000009491	0.0033414	1.854126411	0.000864219	0.000123114	0.003882104	0.001525977	0	0.000683337
ENSCAFG00000028599	0.032403279	0	0.227037269	0.664620488	0.036112403	0.053132667	0.136117712	0.007764245
ENSCAFG00000006022	0.038283273	0.001498604	0.623692981	0.505577086	0.006348841	0.00930973	0.000412314	0.257189045
ENSCAFG00000018419	0.051914022	0	0.188657022	0.005954573	0.073184804	0.121932296	0.188938838	0.939950955
ENSCAFG00000028975	0	0.077037082	0.061799778	0.02202932	0.007729768	0	0.301214967	0
ENSCAFG00000002626	0.14181629	0.4849211	0.43849068	0.37049456	0.09091439	0.3111585	0.57886848	1.59809378
ENSCAFG00000018625	0.133376995	0.002689985	0.00044744	0.019055726	1.589600542	0.063060586	0.000879252	0.001006917
ENSCAFG00000005153	0.12945938	0	2.37259087	2.16736929	0.00655247	0.34370738	0.01435238	0.94231781
ENSCAFG00000005560	0	1.138524686	0.011905246	0.00262732	0.00235089	0.002027029	0	0
ENSCAFG00000006930	0.071630325	0	0.009952757	1.528490052	0.005300099	0	0.699099496	1.300779935
ENSCAFG00000007045	0.05573805	0.19665873	0.86719354	1.68395903	0.11373983	0.05352453	0.31034312	0.52324268
ENSCAFG00000006240	0.015531922	0	0.062657918	0.468337545	0.001137306	0	0.000270435	0
ENSCAFG00000007258	0.1942413	0.3463733	0.3718459	0.3505811	0.3163093	0.3446447	0.8303851	1.782123
ENSCAFG00000015163	0	0.004896813	0.013891459	0.005356154	0.004106042	1.794256988	0	0
ENSCAFG00000015764	0.12065867	0.33677763	1.20012679	0.70996485	1.62895082	0.09590862	1.19799501	1.390269
ENSCAFG00000000446	0.177032322	0	0.734256753	1.968324317	0.01041684	0.000696583	0.001087368	0
ENSCAFG00000019501	2.1515039	0.7078274	1.0078312	0.7980109	0.6267573	0.7542881	1.0284506	1.5822908
ENSCAFG00000002046	0.18663767	0.27513205	1.0954691	1.85628353	0.36557176	0.02433419	1.680156	1.34499656
ENSCAFG00000001856	0	0	0.02460965	0.04081287	0.12256488	0	2.70927838	0.30061281
ENSCAFG00000002079	0.129051466	0.031289912	0.686917559	2.171778742	0.013797393	0.001332886	0.00725934	0.002162122
ENSCAFG00000030208	0.000311	0.489	0	0.000211	9.87e-05	6.51e-05	0	0.00396
ENSCAFG00000013828	0.03718153	0	0.01268525	0.32103084	0.03501959	0.02222861	0.42631838	0.16033644
ENSCAFG00000001508	0.002203775	0	0.002048621	0.017110532	0.00442295	1.499527878	0.002479764	0.007092339
ENSCAFG00000001403	0.07313008	0	0.5139852	0.911967235	0.001767449	0.000151503	0	0
ENSCAFG00000003387	0.028429136	0	0	0.000426568	0.302315995	0	0.000196617	0
ENSCAFG00000001611	0.019052823	0	0.001008675	0.006528174	0.09002149	1.039330156	0.019621985	0.001155204
ENSCAFG00000004274	0.008925803	0	0	0.002908987	0.731088001	0.000132989	0.088145629	0.228207694
ENSCAFG00000010080	0.042611067	0	0.073107096	0.585428559	0.027176068	0.005473669	1.70108096	0.305638368
ENSCAFG00000029660	0.18166658	0	0.06774336	0.01294728	0.04131179	0.01650762	1.17969628	0.43923311
ENSCAFG00000044053	0.18166658	0	0.06774336	0.01294728	0.04131179	0.01650762	1.17969628	0.43923311
ENSCAFG00000016262	0.01276615	0.13491969	2.19302738	0.28614952	0.17026813	0.01188525	0.30088453	0
ENSCAFG00000009401	0.027166732	0.000793219	0.298022329	0.761844226	0.000267577	0.000102435	0.013958401	0
ENSCAFG00000017866	0.067936302	0.835818272	0.215939059	0.026554019	2.111136903	0.009914791	0.496574471	0.144557869
ENSCAFG00000023910	0.09637741	0.56740874	0.08369144	0.01868941	1.83665655	0.03687894	0.01510641	0.11020846
ENSCAFG00000007492	0.46489424	0.26469473	0.16443019	0.07281107	0.03380279	0.12529535	0.04278391	1.68709287
ENSCAFG00000009424	3.51570527	0	0.08756267	0.22471018	0.03031202	0.08652082	0.14288874	0
ENSCAFG00000016703	0.128051871	1.235047356	0.000423188	0.082124864	0.178305807	0.000422616	1.889528785	2.412471401
ENSCAFG00000006979	0.45498253	0	0.6602473	0.36949248	0.15656304	0.35884227	0.86175709	0.08090692
ENSCAFG00000012293	0.04704105	0	0.83644453	0.7337586	0.04430044	0	0.03265283	0
ENSCAFG00000005864	1.131129756	0	0.03490601	0.008287756	0.004589443	0	0.051895005	0
ENSCAFG00000019680	0.017375466	0	0	0.004136771	0.000108724	0.240473646	0	0
ENSCAFG00000002618	4.591923644	0	0.148931405	0.448124972	0.107046451	0.188563771	0.269668535	0.001057835
ENSCAFG00000019852	0.04927133	0	1.08976035	0.41950442	0.08052497	0.08951579	0.8809529	0.13301767
ENSCAFG00000015281	0.038572429	0	0.00328887	0.688809129	0.004417769	0.000678612	0.178562675	0.715688589
ENSCAFG00000017507	0.128323033	0	0.447771291	0.240179996	0.046640185	0.003071337	0.394616212	0.310344097
ENSCAFG00000017326	0.037967222	0	0.003484192	0.000278176	0.003418031	0	0	0.953458949
ENSCAFG00000012112	0	0	0	0	6.03e-05	0	0.392	0.00396
ENSCAFG00000015337	0.030209853	0.001599166	3.239377977	0.105873192	0.125002568	0.000304709	0.006849181	0.001057835
ENSCAFG00000015462	0.062886273	0	0.465498228	1.601867477	0.002814368	0.003133443	0.037046615	0
ENSCAFG00000003788	1.064196921	0	0	0.005683889	0.010410496	0.000832437	0.218243234	0.585760063
ENSCAFG00000019848	0.046487006	0.394768211	0.00690624	0.001331771	0.432866007	0.012017653	0.079776563	0
ENSCAFG00000028607	0.002223836	0	0.032257467	0.028753716	0.004092965	0.789486897	0.001956154	0
ENSCAFG00000019474	0.000284	0.669	0.0081	0	5.83e-05	0	0.0826	0
ENSCAFG00000007049	0.0698	0.0664	9.32e-05	0.0329	0.0391	0	1.88	1.52
ENSCAFG00000014086	0.018156769	0	0.000241092	0.007876037	0.000636701	0	2.168801301	0.987328926
ENSCAFG00000000830	0.347157755	1.871782075	0.313212708	0.175789342	0.007135787	0.604989981	0.040390297	0.003127352
ENSCAFG00000000433	0.090705883	0.004942932	0.121574298	0.051900881	0.850573442	0.000470609	0.021547994	0.006952886
ENSCAFG00000014799	0.099108621	0.310189263	1.810100059	1.556316209	0.851381381	0.006354706	0.084215281	0
ENSCAFG00000010664	0.008932924	0	0	0.003789606	0.005076181	0	0.92479009	1.105614625
ENSCAFG00000008707	2.69048989	0	0	0.02990738	0.01523874	0.03111885	0	0
ENSCAFG00000015013	0.894184188	1.076178608	0.000968138	0.021768774	0.019147638	0.901266609	0.066641296	0.163441495
ENSCAFG00000014359	0.894184188	1.076178608	0.000968138	0.021768774	0.019147638	0.901266609	0.066641296	0.163441495
ENSCAFG00000004991	0.02170665	0	0.0415782	0.64104686	0.0255531	0.05191824	0.0740305	0
ENSCAFG00000023774	0.436475157	0.001664448	0	0.018890999	0.049388527	0.252315729	0	1.048291015
ENSCAFG00000024189	0.150129906	0	0.004336643	0.037659696	2.607003978	0.304775259	0.003885247	0.001057835
ENSCAFG00000004905	0.002026723	0.770990717	0.096879154	0.000732873	0.00435359	0	0.001519676	0
ENSCAFG00000041926	0	0.008008468	0	0.000248712	0.000110727	0.623890095	0	0
ENSCAFG00000013852	0.13241974	2.961463674	0.041924006	0.018333348	1.418747788	0.002256317	0.332519051	0.002016498
ENSCAFG00000020153	0.002435538	0.341728949	0.021488108	0.038951353	0.009378922	0	0.03780459	0.07287011
ENSCAFG00000006209	0.074526482	0.231197778	0.393343163	0.887452048	0.052921305	0.000635665	0	0
ENSCAFG00000030748	0.057713372	0.049579425	0.098080559	0.182213993	0.077173565	0.004679071	0.792340837	1.418654966
ENSCAFG00000016769	0.05385069	0.12560845	0.07943602	0.75058828	0.04222202	0.09182394	0.66114967	0.01051496
ENSCAFG00000032121	0.491336385	0.001664448	0.002911988	0.022074746	0.011987109	0.05502307	0.022770646	0.468472899
ENSCAFG00000024936	1.193435443	0	0.046402606	0.043925114	0.028944225	0.027793572	0.006087157	0
ENSCAFG00000006585	0.009176765	0.001664448	0.000560946	0.001374387	0.008410504	1.86453489	0.001359016	0.005920074
ENSCAFG00000009967	0.005082908	0	0.159608157	0	0.002766166	0	0	0
ENSCAFG00000018501	0.4128361	0.3250619	0.4233733	0.7986844	0.416401	0.156517	1.2699191	1.0221667
ENSCAFG00000006231	0	0	0.122227274	0.003810488	0.499241971	0.019292683	0	0
ENSCAFG00000044274	0.000292	0	9.32e-05	0.000155	0.000524	0.628	0	0.00202
ENSCAFG00000006073	0.000394135	2.35099249	0.704219184	0.014491712	0.144181343	0.017821754	1.783502254	0.003962433
ENSCAFG00000006294	0.093818551	0.72052368	0.133113995	0.114019168	0.082890607	0.000176565	0.145338941	0.036005334
ENSCAFG00000018560	0.024088043	0	0	0.000865198	0.000854378	0	0.182822443	3.212332571
ENSCAFG00000011660	0.419553797	0	0	0	0.000318169	0.001482373	0	0
ENSCAFG00000024858	0.114198744	0	1.039836048	2.102151248	0.004988157	0.319896391	0.644579608	0.001155204
ENSCAFG00000004579	0.009963913	0	0.539747896	1.071541964	0.000784511	0.128566497	0.000238737	0
ENSCAFG00000005976	0.03780287	0	0.22308008	0.05644315	0	0	0	0
ENSCAFG00000007580	0.003324098	0	0.412480422	0.031007471	0.002186421	1.182958236	0.005625051	0
ENSCAFG00000009187	0.014007313	0.638024269	0.040339153	0.028596822	0.186364833	0.001023524	0.764296549	0.139825677
ENSCAFG00000006248	0	1.59	0.0197	7.42e-05	1.09e-05	0	0	0
ENSCAFG00000019809	0.76807495	0.86972291	0.1352539	0.0280148	0.94477894	0.07143175	0.47078647	0.25555044
ENSCAFG00000010096	0.043115474	1.7427971	0.032154583	0.020140041	0.852179476	0.001277775	0.000778486	0.038801854
ENSCAFG00000019835	0.43877144	0.42222361	0.10607435	0.02847058	0.04309856	0.03183849	0.2357657	0.82891516
ENSCAFG00000010476	0.03397677	0.40415158	0.3815924	0.02021065	0.58747758	0.50866429	0.17474947	0.64594865
ENSCAFG00000003293	0.012399188	0	0.003086288	0.69697798	0.030139696	0.115824643	0.142590158	0.001341848
ENSCAFG00000005210	0	0	0	0.00607	4.98e-05	0.00533	0.355	0
ENSCAFG00000016982	0	0	0	0.000411	8.6e-05	0.301	0	0
ENSCAFG00000012854	0.00135	0.174	0.0106	0.0212	3.25e-05	0	0.906	0
ENSCAFG00000008769	1.911892028	0	0.080911115	0.023317818	0.006375231	0	0	0
ENSCAFG00000018871	0.000469831	1.81592969	0.031569617	0.124795195	0.074825996	0.019666279	0.038791435	0
ENSCAFG00000018070	0.399	0	0	0.014	2.6e-05	0	0	0
ENSCAFG00000017951	0.252452826	0.265513611	0	0	0.03285456	0.000540539	0.002473604	0.24759323
ENSCAFG00000017786	0.469680864	0	0.012321471	0.01016181	0.005410867	0	0	0
ENSCAFG00000007878	0.13092148	1.55657185	1.35097929	1.40467279	2.28679032	0.05541619	1.34706133	0.17269037
ENSCAFG00000007958	0.037238311	0	0.004460496	0.728046616	0.000113865	0.019282676	0	0
ENSCAFG00000002057	0.04774449	0.001927546	0	0.001972866	1.207693023	0.000977906	0.000926704	0
ENSCAFG00000006069	0.21603715	0.83571606	0.16345279	1.83937594	0.53731516	0.03113119	1.76002348	1.04001285
ENSCAFG00000010304	0.09350959	0.39488593	0.59926989	1.62635622	0.18081868	0.16547967	0.9339447	0.30289117
ENSCAFG00000017412	0.09350959	0.39488593	0.59926989	1.62635622	0.18081868	0.16547967	0.9339447	0.30289117
ENSCAFG00000030179	0.6091482	0.4805139	1.462064	0.412697	0.4127083	0.5352779	0.2365778	0.6921821
ENSCAFG00000001778	0.1145665	2.4828868	0.3176999	0.2512944	1.8069722	0.7892342	1.6491479	0.6051422
ENSCAFG00000009216	0.0058	0.00219	0.00161	0.179	6.59e-05	0	0.21	0.696
ENSCAFG00000006401	1.666141778	0.002487266	0.171815499	3.962950126	0.019958238	1.140697941	1.216090379	0.618216364
ENSCAFG00000007325	0.00521076	0.592792045	0.011435182	0.04734488	0.003714906	0.004993182	0.03767345	0
ENSCAFG00000000064	0.9410767	1.1200261	1.449386	0.1652937	2.4377726	1.3176752	2.4466467	1.8842045
ENSCAFG00000000065	0.00332361	0	0	0.007397155	0.00152245	0	0	0.197756027
ENSCAFG00000000060	0.29321826	0.161925617	0	0.006462877	0.005978994	0	1.37096676	1.079666915
ENSCAFG00000000063	0	0.001599166	0.001306491	0.005323928	0.04112526	0.0043238	0.894689125	0.032614568
ENSCAFG00000008321	0	0.718746965	0	0.000186575	0	0.004491345	0	0
ENSCAFG00000009033	0.116949896	0.002937545	0.112171434	0.326426266	0.001071872	0	0.098805559	0.189956068
ENSCAFG00000013160	0.012885619	0	0.012902529	0.00551134	0.001941172	0.346587036	0	0
ENSCAFG00000016041	0	0.314	0	4.98e-05	0.000659	0.0114	0	0
ENSCAFG00000016228	0.423344709	1.65718315	0.484160933	0.049734257	1.082726061	0.002498266	1.54254986	2.297918624
ENSCAFG00000004478	0.10990157	0.2852944	0.20819037	0.26313515	0.02495753	0.11849602	0.01995087	0.61269818
ENSCAFG00000005061	0.574633957	0	0.247820825	0.458707325	0.008506379	0.000174163	0.02958081	0.044415785
ENSCAFG00000005187	0.139602655	0.080384759	2.172056822	1.040619721	0.001691099	0.399168739	0.435835225	0.005332721
ENSCAFG00000004491	0.013033723	0.004089521	0.00034123	0.033504133	0.001556085	2.236465307	0.002676184	0.002016498
ENSCAFG00000003252	0	0	0	0.000376	7.2e-05	0.486	0	0
ENSCAFG00000002402	0	0	0	0.003484241	0.007854014	0	0.289647286	0.592607436
ENSCAFG00000030083	0	0.003296302	0	0.000290136	0.000169237	0.470688425	0	0
ENSCAFG00000012927	0.334401389	0	0.000110138	0.003535411	0.023896272	0.005791709	0.000618138	0
ENSCAFG00000013196	0.024381201	0.001355846	0.344588328	0.220784873	0.006626017	0.941105717	0.000180894	0.195688912
